,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
4606,22.0,male,High School,51510.0,0,MORTGAGE,2500.0,PERSONAL,6.91,0.05,3.0,480,Yes,0
4607,21.0,male,Master,144840.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.71,0.07,3.0,683,No,0
4608,21.0,male,High School,145025.0,0,RENT,10000.0,DEBTCONSOLIDATION,9.99,0.07,3.0,626,Yes,0
4609,26.0,female,Bachelor,144835.0,5,RENT,10000.0,HOMEIMPROVEMENT,12.68,0.07,2.0,529,Yes,0
4610,23.0,female,Associate,43871.0,2,MORTGAGE,3500.0,HOMEIMPROVEMENT,13.35,0.08,2.0,618,No,1
4611,24.0,female,Master,145219.0,1,RENT,10000.0,MEDICAL,7.88,0.07,2.0,610,Yes,0
4612,24.0,female,Bachelor,145120.0,3,RENT,10000.0,HOMEIMPROVEMENT,13.61,0.07,4.0,675,Yes,0
4613,23.0,female,Bachelor,111020.0,0,RENT,10000.0,MEDICAL,11.01,0.09,4.0,614,No,1
4614,25.0,male,Bachelor,145085.0,3,RENT,10000.0,DEBTCONSOLIDATION,9.32,0.07,2.0,576,Yes,0
4615,23.0,male,Associate,145071.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.66,0.07,2.0,665,Yes,0
4616,24.0,male,Associate,51631.0,2,MORTGAGE,19200.0,DEBTCONSOLIDATION,7.9,0.37,2.0,584,Yes,0
4617,26.0,male,Associate,147530.0,2,RENT,10000.0,MEDICAL,10.65,0.07,3.0,677,Yes,0
4618,25.0,male,Associate,51393.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,9.91,0.06,4.0,605,Yes,0
4619,23.0,male,High School,149868.0,3,RENT,10000.0,PERSONAL,14.27,0.07,3.0,634,Yes,0
4620,22.0,male,High School,51290.0,3,MORTGAGE,10500.0,PERSONAL,14.65,0.2,2.0,588,Yes,0
4621,26.0,male,Master,150986.0,5,RENT,10000.0,VENTURE,7.49,0.07,2.0,688,No,0
4622,25.0,male,Bachelor,156761.0,3,RENT,10000.0,HOMEIMPROVEMENT,7.49,0.06,2.0,539,Yes,0
4623,22.0,female,Bachelor,44126.0,0,MORTGAGE,4000.0,DEBTCONSOLIDATION,12.69,0.09,4.0,643,No,1
4624,21.0,male,Associate,43929.0,0,MORTGAGE,5000.0,MEDICAL,14.27,0.11,2.0,618,No,1
4625,25.0,female,Bachelor,51430.0,2,MORTGAGE,12000.0,HOMEIMPROVEMENT,9.91,0.23,2.0,678,Yes,0
4626,23.0,male,High School,51155.0,0,MORTGAGE,6000.0,PERSONAL,16.77,0.12,3.0,609,Yes,0
4627,25.0,male,High School,51537.0,0,MORTGAGE,13975.0,VENTURE,8.9,0.27,4.0,653,Yes,0
4628,25.0,male,High School,159399.0,5,RENT,10000.0,HOMEIMPROVEMENT,12.84,0.06,3.0,677,Yes,0
4629,22.0,female,Bachelor,50863.0,0,MORTGAGE,15000.0,EDUCATION,13.49,0.29,4.0,661,No,0
4630,22.0,female,High School,169028.0,0,RENT,10000.0,EDUCATION,9.99,0.06,2.0,617,No,0
4631,24.0,male,Bachelor,169240.0,1,RENT,10000.0,HOMEIMPROVEMENT,11.14,0.06,2.0,671,No,0
4632,24.0,female,Master,51480.0,2,MORTGAGE,4900.0,EDUCATION,6.03,0.1,4.0,634,Yes,0
4633,24.0,male,Associate,51713.0,0,OWN,8000.0,EDUCATION,6.62,0.15,4.0,610,Yes,0
4634,22.0,female,Associate,51353.0,0,MORTGAGE,5400.0,VENTURE,6.03,0.11,3.0,575,No,0
4635,22.0,male,Associate,51314.0,2,OWN,4800.0,VENTURE,11.01,0.09,3.0,629,No,0
4636,26.0,male,Associate,174833.0,3,RENT,10000.0,HOMEIMPROVEMENT,10.99,0.06,3.0,679,Yes,0
4637,22.0,female,Bachelor,51195.0,2,MORTGAGE,3500.0,VENTURE,9.91,0.07,2.0,592,Yes,0
4638,24.0,male,Bachelor,51323.0,1,MORTGAGE,8675.0,EDUCATION,7.51,0.17,4.0,696,No,0
4639,23.0,female,Master,189891.0,3,RENT,10000.0,EDUCATION,12.69,0.05,2.0,678,No,0
4640,25.0,male,Associate,51567.0,0,OWN,18000.0,EDUCATION,11.01,0.35,2.0,602,Yes,0
4641,22.0,male,High School,193368.0,0,RENT,10000.0,VENTURE,8.94,0.05,3.0,549,Yes,0
4642,25.0,male,Bachelor,184808.0,1,RENT,10000.0,DEBTCONSOLIDATION,14.96,0.05,4.0,701,No,1
4643,24.0,female,High School,199085.0,3,RENT,10000.0,PERSONAL,9.2,0.05,3.0,666,Yes,0
4644,24.0,female,Bachelor,51243.0,0,MORTGAGE,3125.0,MEDICAL,8.9,0.06,3.0,586,Yes,0
4645,25.0,male,Associate,211056.0,1,RENT,10000.0,HOMEIMPROVEMENT,15.05,0.05,4.0,658,No,0
4646,24.0,male,Bachelor,286608.0,2,RENT,10000.0,VENTURE,13.67,0.03,2.0,664,No,1
4647,22.0,male,Bachelor,51621.0,1,MORTGAGE,9350.0,DEBTCONSOLIDATION,12.69,0.18,2.0,641,Yes,0
4648,24.0,male,Master,51258.0,2,MORTGAGE,8000.0,VENTURE,6.62,0.16,3.0,697,No,0
4649,24.0,male,High School,29746.0,2,RENT,9975.0,EDUCATION,11.48,0.34,4.0,690,No,1
4650,22.0,male,Master,36318.0,0,RENT,9975.0,EDUCATION,11.01,0.27,2.0,645,No,1
4651,24.0,female,Bachelor,56308.0,3,RENT,9975.0,VENTURE,13.11,0.18,3.0,720,No,0
4652,22.0,female,High School,72978.0,2,RENT,9975.0,VENTURE,11.48,0.14,4.0,612,Yes,0
4653,22.0,male,High School,51427.0,0,MORTGAGE,3000.0,MEDICAL,6.03,0.06,2.0,626,No,0
4654,23.0,female,Associate,78838.0,1,RENT,9975.0,VENTURE,7.51,0.13,2.0,667,Yes,0
4655,23.0,male,Master,51118.0,0,OWN,6500.0,VENTURE,6.03,0.13,2.0,679,No,0
4656,22.0,female,Bachelor,87294.0,0,RENT,9975.0,VENTURE,10.99,0.11,3.0,615,No,0
4657,22.0,male,Master,51395.0,0,OWN,10000.0,PERSONAL,6.03,0.19,2.0,601,Yes,0
4658,25.0,female,Associate,51493.0,2,MORTGAGE,9100.0,EDUCATION,11.01,0.18,3.0,565,Yes,0
4659,22.0,female,High School,100458.0,0,RENT,9975.0,DEBTCONSOLIDATION,11.01,0.1,3.0,592,Yes,0
4660,25.0,male,Master,33237.0,0,RENT,4900.0,VENTURE,14.26,0.15,4.0,633,No,0
4661,21.0,male,Master,51439.0,0,OWN,5000.0,EDUCATION,17.49,0.1,2.0,588,Yes,0
4662,22.0,male,Master,32617.0,0,RENT,9900.0,EDUCATION,11.71,0.3,4.0,690,No,1
4663,22.0,male,Bachelor,36892.0,0,RENT,9875.0,VENTURE,7.29,0.27,3.0,645,No,1
4664,23.0,male,High School,51190.0,0,MORTGAGE,8000.0,EDUCATION,10.99,0.16,4.0,585,Yes,0
4665,26.0,male,Associate,34618.0,2,RENT,9800.0,VENTURE,7.29,0.28,4.0,675,No,1
4666,22.0,female,Associate,40441.0,0,RENT,9800.0,DEBTCONSOLIDATION,11.01,0.24,2.0,660,No,1
4667,25.0,female,High School,44311.0,3,RENT,9800.0,EDUCATION,10.36,0.22,4.0,641,Yes,0
4668,23.0,male,Master,58437.0,0,RENT,9800.0,DEBTCONSOLIDATION,7.88,0.17,4.0,659,No,0
4669,23.0,male,Associate,54050.0,2,RENT,9800.0,EDUCATION,7.51,0.18,2.0,662,No,1
4670,24.0,male,Associate,51495.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.99,0.23,3.0,580,Yes,0
4671,23.0,female,High School,53802.0,1,RENT,9800.0,MEDICAL,13.11,0.18,2.0,657,No,1
4672,24.0,female,High School,51331.0,1,MORTGAGE,1000.0,PERSONAL,11.49,0.02,4.0,593,No,0
4673,26.0,female,Associate,44369.0,0,MORTGAGE,11000.0,EDUCATION,10.59,0.25,4.0,578,No,1
4674,24.0,female,Associate,64962.0,6,RENT,9800.0,HOMEIMPROVEMENT,6.17,0.15,4.0,613,No,0
4675,23.0,female,Master,72869.0,0,RENT,9800.0,EDUCATION,13.49,0.13,2.0,707,No,0
4676,22.0,male,Bachelor,72994.0,1,RENT,9800.0,PERSONAL,11.01,0.13,3.0,713,Yes,0
4677,25.0,male,Bachelor,72979.0,2,RENT,9800.0,PERSONAL,11.01,0.13,3.0,682,Yes,0
4678,24.0,female,Bachelor,99891.0,1,RENT,9800.0,MEDICAL,7.51,0.1,4.0,619,No,0
4679,23.0,female,High School,80347.0,3,RENT,9800.0,MEDICAL,15.7,0.12,2.0,599,No,1
4680,22.0,male,Bachelor,51403.0,0,OWN,7000.0,VENTURE,11.01,0.14,3.0,590,No,0
4681,26.0,male,High School,112491.0,7,RENT,9800.0,HOMEIMPROVEMENT,10.25,0.09,4.0,548,Yes,0
4682,25.0,female,Bachelor,51784.0,2,MORTGAGE,7200.0,EDUCATION,14.79,0.14,2.0,672,Yes,0
4683,26.0,female,Associate,129688.0,1,RENT,9800.0,MEDICAL,8.9,0.08,3.0,670,Yes,0
4684,23.0,male,Associate,43889.0,5,MORTGAGE,6725.0,HOMEIMPROVEMENT,11.49,0.15,2.0,670,No,1
4685,21.0,female,High School,51370.0,0,MORTGAGE,7000.0,EDUCATION,15.23,0.14,4.0,598,Yes,0
4686,23.0,female,Master,44650.0,0,RENT,4900.0,EDUCATION,12.68,0.11,2.0,660,Yes,0
4687,25.0,female,High School,39805.0,3,RENT,4900.0,MEDICAL,11.49,0.12,2.0,586,No,1
4688,23.0,female,Bachelor,51087.0,4,RENT,4900.0,EDUCATION,14.72,0.1,4.0,697,Yes,0
4689,22.0,male,High School,51632.0,1,MORTGAGE,14750.0,EDUCATION,12.99,0.29,4.0,664,No,0
4690,22.0,male,Master,51261.0,0,MORTGAGE,6000.0,EDUCATION,12.99,0.12,2.0,702,Yes,0
4691,22.0,male,Master,51757.0,0,MORTGAGE,5000.0,VENTURE,6.99,0.1,4.0,636,Yes,0
4692,26.0,female,Bachelor,44024.0,4,MORTGAGE,4500.0,HOMEIMPROVEMENT,10.59,0.1,2.0,673,No,1
4693,23.0,male,Associate,61200.0,0,RENT,4900.0,EDUCATION,8.49,0.08,3.0,555,Yes,0
4694,21.0,male,High School,61059.0,0,RENT,4900.0,EDUCATION,8.94,0.08,2.0,587,Yes,0
4695,24.0,male,Bachelor,62822.0,0,RENT,4900.0,MEDICAL,9.99,0.08,3.0,588,No,0
4696,23.0,male,Associate,65786.0,4,RENT,4900.0,PERSONAL,11.01,0.07,2.0,670,No,0
4697,23.0,male,Bachelor,51399.0,0,MORTGAGE,8000.0,VENTURE,5.42,0.16,3.0,569,Yes,0
4698,24.0,male,Bachelor,84777.0,3,RENT,4900.0,PERSONAL,9.99,0.06,2.0,678,No,0
4699,23.0,male,Associate,51395.0,0,MORTGAGE,12000.0,PERSONAL,15.23,0.23,3.0,574,Yes,0
4700,21.0,male,High School,51248.0,0,OWN,8000.0,MEDICAL,9.99,0.16,4.0,568,No,0
4701,24.0,male,High School,89741.0,0,RENT,4900.0,PERSONAL,12.87,0.05,3.0,666,Yes,0
4702,23.0,male,High School,129423.0,2,RENT,4900.0,DEBTCONSOLIDATION,8.94,0.04,2.0,642,No,0
4703,25.0,male,Master,16840.0,5,RENT,4950.0,HOMEIMPROVEMENT,9.63,0.29,3.0,660,No,1
4704,22.0,female,Bachelor,18876.0,0,RENT,4950.0,PERSONAL,8.9,0.26,4.0,680,No,1
4705,24.0,female,Associate,51218.0,1,MORTGAGE,11000.0,PERSONAL,5.42,0.21,4.0,675,No,0
4706,24.0,female,Master,51418.0,3,MORTGAGE,10000.0,PERSONAL,7.49,0.19,4.0,640,Yes,0
4707,24.0,male,Associate,44562.0,0,MORTGAGE,4000.0,MEDICAL,15.23,0.09,3.0,628,No,1
4708,22.0,female,Associate,41936.0,1,RENT,4975.0,DEBTCONSOLIDATION,7.51,0.12,2.0,662,No,1
4709,24.0,female,High School,91251.0,5,RENT,4975.0,DEBTCONSOLIDATION,6.76,0.05,4.0,526,Yes,0
4710,22.0,male,High School,114873.0,2,RENT,4975.0,MEDICAL,6.17,0.04,3.0,613,Yes,0
4711,23.0,male,Associate,51221.0,0,OWN,6000.0,PERSONAL,5.42,0.12,2.0,545,Yes,0
4712,23.0,male,Associate,34426.0,3,RENT,5000.0,VENTURE,8.94,0.15,3.0,675,Yes,0
4713,22.0,female,Associate,34723.0,1,RENT,5000.0,VENTURE,17.51,0.14,4.0,655,No,1
4714,24.0,male,Associate,51582.0,2,MORTGAGE,1200.0,VENTURE,11.49,0.02,3.0,611,Yes,0
4715,22.0,female,High School,34711.0,0,RENT,5000.0,MEDICAL,11.01,0.14,3.0,644,Yes,0
4716,24.0,female,High School,51247.0,4,MORTGAGE,2500.0,HOMEIMPROVEMENT,15.28,0.05,2.0,582,Yes,0
4717,23.0,female,Associate,34266.0,1,RENT,5000.0,DEBTCONSOLIDATION,13.72,0.15,4.0,608,No,1
4718,23.0,male,Bachelor,34363.0,3,RENT,5000.0,MEDICAL,11.78,0.15,4.0,694,No,0
4719,24.0,male,Master,34515.0,0,RENT,5000.0,MEDICAL,7.68,0.14,3.0,649,No,0
4720,25.0,male,Master,35588.0,3,RENT,5000.0,EDUCATION,8.9,0.14,2.0,652,No,0
4721,22.0,female,Bachelor,35384.0,0,RENT,5000.0,EDUCATION,6.91,0.14,2.0,558,Yes,0
4722,23.0,male,Bachelor,35372.0,1,RENT,5000.0,EDUCATION,11.49,0.14,2.0,636,No,0
4723,23.0,female,Associate,51472.0,1,MORTGAGE,7600.0,MEDICAL,6.0,0.15,2.0,652,No,0
4724,22.0,male,Bachelor,51491.0,0,MORTGAGE,7050.0,PERSONAL,11.01,0.14,4.0,607,Yes,0
4725,23.0,female,Associate,35668.0,1,RENT,5000.0,VENTURE,13.11,0.14,3.0,565,No,0
4726,23.0,male,Master,35579.0,1,RENT,5000.0,EDUCATION,14.84,0.14,2.0,684,Yes,0
4727,24.0,female,High School,35869.0,0,RENT,5000.0,EDUCATION,10.99,0.14,4.0,625,Yes,0
4728,23.0,male,Bachelor,36680.0,0,RENT,5000.0,DEBTCONSOLIDATION,7.66,0.14,4.0,696,Yes,0
4729,22.0,female,Bachelor,36578.0,2,RENT,5000.0,EDUCATION,11.12,0.14,3.0,475,No,1
4730,21.0,male,Associate,51308.0,1,MORTGAGE,2500.0,DEBTCONSOLIDATION,7.29,0.05,4.0,681,Yes,0
4731,26.0,male,Associate,36755.0,5,RENT,5000.0,EDUCATION,12.42,0.14,2.0,546,No,1
4732,25.0,female,High School,36759.0,6,RENT,5000.0,EDUCATION,7.9,0.14,3.0,604,No,0
4733,24.0,male,High School,51327.0,2,MORTGAGE,22250.0,DEBTCONSOLIDATION,11.11,0.43,3.0,659,Yes,0
4734,24.0,female,Associate,37077.0,2,RENT,5000.0,DEBTCONSOLIDATION,12.69,0.13,4.0,580,No,1
4735,26.0,female,Associate,36993.0,3,RENT,5000.0,PERSONAL,11.01,0.14,2.0,531,Yes,0
4736,23.0,male,Bachelor,44142.0,0,MORTGAGE,10750.0,HOMEIMPROVEMENT,11.01,0.24,3.0,608,No,1
4737,22.0,male,High School,36924.0,2,RENT,5000.0,EDUCATION,11.01,0.14,2.0,641,No,0
4738,23.0,male,Associate,37004.0,1,RENT,5000.0,HOMEIMPROVEMENT,12.99,0.14,2.0,660,No,1
4739,22.0,male,Master,51456.0,0,OWN,9000.0,VENTURE,7.66,0.17,2.0,685,Yes,0
4740,26.0,male,High School,36914.0,3,RENT,5000.0,MEDICAL,11.01,0.14,2.0,665,No,0
4741,22.0,male,High School,36844.0,0,RENT,5000.0,HOMEIMPROVEMENT,8.88,0.14,3.0,614,No,1
4742,23.0,male,High School,37085.0,0,RENT,5000.0,EDUCATION,11.01,0.13,3.0,568,Yes,0
4743,25.0,male,Associate,36788.0,7,RENT,5000.0,EDUCATION,11.86,0.14,2.0,655,Yes,0
4744,24.0,female,High School,51193.0,1,OWN,12000.0,VENTURE,7.66,0.23,3.0,588,Yes,0
4745,22.0,male,Bachelor,36997.0,1,RENT,5000.0,EDUCATION,11.49,0.14,2.0,602,No,0
4746,23.0,male,Associate,36922.0,0,RENT,5000.0,PERSONAL,11.86,0.14,2.0,681,Yes,0
4747,21.0,female,High School,36680.0,0,RENT,5000.0,VENTURE,8.59,0.14,2.0,632,Yes,0
4748,21.0,male,Associate,37091.0,1,RENT,5000.0,PERSONAL,14.96,0.13,2.0,633,No,1
4749,25.0,male,Master,51653.0,1,MORTGAGE,3250.0,HOMEIMPROVEMENT,10.0,0.06,3.0,680,No,0
4750,21.0,female,Master,37085.0,0,RENT,5000.0,VENTURE,13.92,0.13,4.0,552,Yes,0
4751,24.0,male,Associate,36848.0,1,RENT,5000.0,EDUCATION,11.14,0.14,2.0,608,Yes,0
4752,21.0,female,Bachelor,44105.0,3,MORTGAGE,14000.0,EDUCATION,6.54,0.32,4.0,625,No,1
4753,26.0,female,Bachelor,37393.0,4,RENT,5000.0,DEBTCONSOLIDATION,14.42,0.13,4.0,597,No,1
4754,23.0,female,High School,36775.0,1,RENT,5000.0,PERSONAL,11.59,0.14,4.0,652,Yes,0
4755,22.0,male,Associate,37004.0,0,RENT,5000.0,EDUCATION,10.33,0.14,3.0,624,No,0
4756,23.0,male,High School,37522.0,2,RENT,5000.0,EDUCATION,11.12,0.13,2.0,660,No,0
4757,25.0,female,Associate,51138.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,5.42,0.2,2.0,641,Yes,0
4758,22.0,male,High School,51316.0,0,OWN,12000.0,EDUCATION,11.01,0.23,4.0,642,Yes,0
4759,22.0,male,High School,38133.0,0,RENT,5000.0,VENTURE,10.0,0.13,2.0,645,Yes,0
4760,23.0,male,Master,51510.0,2,MORTGAGE,1500.0,VENTURE,6.17,0.03,3.0,607,Yes,0
4761,26.0,female,High School,37917.0,6,RENT,5000.0,EDUCATION,14.96,0.13,3.0,680,No,0
4762,22.0,female,Associate,38048.0,0,RENT,5000.0,MEDICAL,10.62,0.13,4.0,621,Yes,0
4763,25.0,female,Bachelor,37962.0,2,RENT,5000.0,PERSONAL,8.94,0.13,2.0,565,Yes,0
4764,26.0,female,Bachelor,38438.0,1,RENT,5000.0,EDUCATION,8.63,0.13,2.0,684,Yes,0
4765,22.0,female,High School,38629.0,0,RENT,5000.0,PERSONAL,7.51,0.13,3.0,640,Yes,0
4766,25.0,female,High School,51130.0,0,MORTGAGE,3500.0,VENTURE,10.36,0.07,2.0,557,No,0
4767,23.0,male,Bachelor,39310.0,2,RENT,5000.0,DEBTCONSOLIDATION,8.0,0.13,3.0,640,Yes,0
4768,23.0,male,High School,51728.0,4,MORTGAGE,11000.0,EDUCATION,6.54,0.21,3.0,521,Yes,0
4769,21.0,female,High School,51200.0,3,OWN,12250.0,VENTURE,8.88,0.24,4.0,616,Yes,0
4770,25.0,male,High School,39810.0,0,RENT,5000.0,VENTURE,14.27,0.13,4.0,622,No,1
4771,23.0,male,High School,39650.0,0,RENT,5000.0,HOMEIMPROVEMENT,12.69,0.13,4.0,690,No,1
4772,26.0,male,Associate,39797.0,5,RENT,5000.0,VENTURE,6.03,0.13,2.0,658,Yes,0
4773,22.0,male,Bachelor,44476.0,2,MORTGAGE,7000.0,DEBTCONSOLIDATION,14.84,0.16,3.0,595,No,1
4774,23.0,female,High School,39173.0,2,RENT,5000.0,DEBTCONSOLIDATION,14.79,0.13,2.0,622,Yes,0
4775,24.0,male,High School,51410.0,0,MORTGAGE,9250.0,VENTURE,11.12,0.18,4.0,679,Yes,0
4776,26.0,female,Master,39344.0,6,RENT,5000.0,DEBTCONSOLIDATION,7.49,0.13,2.0,709,No,0
4777,24.0,male,Bachelor,39527.0,1,RENT,5000.0,MEDICAL,11.01,0.13,3.0,649,No,0
4778,26.0,male,Bachelor,39103.0,6,RENT,5000.0,PERSONAL,12.53,0.13,3.0,651,No,0
4779,21.0,male,Bachelor,39303.0,0,RENT,5000.0,EDUCATION,7.68,0.13,4.0,647,Yes,0
4780,24.0,female,High School,39265.0,5,RENT,5000.0,DEBTCONSOLIDATION,13.23,0.13,2.0,572,No,0
4781,25.0,male,Bachelor,39411.0,1,RENT,5000.0,DEBTCONSOLIDATION,14.35,0.13,3.0,593,No,0
4782,24.0,male,Bachelor,51384.0,2,MORTGAGE,12000.0,PERSONAL,10.38,0.23,4.0,657,No,0
4783,23.0,male,High School,39546.0,0,RENT,5000.0,MEDICAL,11.01,0.13,2.0,624,Yes,0
4784,24.0,male,Associate,51435.0,2,MORTGAGE,4200.0,MEDICAL,13.23,0.08,2.0,656,Yes,0
4785,24.0,female,High School,44092.0,4,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.14,0.14,4.0,646,No,1
4786,22.0,female,High School,40373.0,0,RENT,5000.0,PERSONAL,13.48,0.12,3.0,615,No,0
4787,22.0,female,Associate,40530.0,3,RENT,5000.0,DEBTCONSOLIDATION,14.61,0.12,3.0,484,No,1
4788,26.0,male,Associate,40177.0,5,RENT,5000.0,MEDICAL,12.69,0.12,4.0,665,No,0
4789,26.0,male,Associate,44195.0,0,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.49,0.14,2.0,682,No,1
4790,23.0,female,High School,40514.0,1,RENT,5000.0,PERSONAL,10.62,0.12,2.0,643,Yes,0
4791,23.0,female,Bachelor,51540.0,2,MORTGAGE,11000.0,DEBTCONSOLIDATION,7.88,0.21,2.0,631,Yes,0
4792,22.0,female,High School,40688.0,0,RENT,5000.0,DEBTCONSOLIDATION,10.25,0.12,4.0,590,Yes,0
4793,24.0,female,High School,40716.0,2,RENT,5000.0,MEDICAL,11.01,0.12,3.0,682,No,0
4794,21.0,female,Bachelor,40299.0,0,RENT,5000.0,EDUCATION,12.84,0.12,2.0,611,Yes,0
4795,24.0,female,Bachelor,51560.0,3,OWN,3000.0,MEDICAL,7.51,0.06,2.0,695,No,0
4796,23.0,female,Bachelor,40675.0,3,RENT,5000.0,PERSONAL,11.01,0.12,4.0,672,No,0
4797,26.0,male,Bachelor,40990.0,5,RENT,5000.0,DEBTCONSOLIDATION,14.11,0.12,4.0,660,No,1
4798,23.0,female,High School,41638.0,1,RENT,5000.0,VENTURE,13.49,0.12,4.0,681,No,0
4799,21.0,male,High School,41066.0,0,RENT,5000.0,EDUCATION,13.49,0.12,3.0,599,Yes,0
4800,21.0,male,Associate,51296.0,0,MORTGAGE,13750.0,EDUCATION,11.36,0.27,4.0,596,No,0
4801,21.0,male,Bachelor,41512.0,0,RENT,5000.0,PERSONAL,12.18,0.12,3.0,633,No,0
4802,25.0,female,High School,41912.0,5,RENT,5000.0,VENTURE,9.38,0.12,3.0,663,No,0
4803,24.0,male,Associate,51384.0,0,MORTGAGE,8500.0,MEDICAL,7.51,0.17,4.0,649,Yes,0
4804,25.0,male,Bachelor,42112.0,2,RENT,5000.0,VENTURE,11.01,0.12,2.0,685,Yes,0
4805,23.0,male,Associate,41795.0,0,RENT,5000.0,VENTURE,7.88,0.12,4.0,638,No,0
4806,21.0,male,High School,51095.0,0,MORTGAGE,3500.0,EDUCATION,7.51,0.07,2.0,640,Yes,0
4807,22.0,female,Bachelor,41695.0,0,RENT,5000.0,DEBTCONSOLIDATION,8.0,0.12,4.0,571,Yes,0
4808,25.0,male,Master,42545.0,3,RENT,5000.0,VENTURE,13.49,0.12,4.0,692,Yes,0
4809,22.0,male,Master,42137.0,0,RENT,5000.0,VENTURE,11.01,0.12,4.0,658,Yes,0
4810,23.0,female,Master,42777.0,0,RENT,5000.0,HOMEIMPROVEMENT,10.99,0.12,2.0,600,No,1
4811,23.0,male,Master,51519.0,3,MORTGAGE,10000.0,EDUCATION,14.59,0.19,2.0,590,Yes,0
4812,24.0,female,Associate,42643.0,2,RENT,5000.0,DEBTCONSOLIDATION,11.49,0.12,3.0,581,No,0
4813,22.0,female,High School,42977.0,0,RENT,5000.0,PERSONAL,11.01,0.12,3.0,659,Yes,0
4814,24.0,male,High School,42714.0,2,RENT,5000.0,MEDICAL,11.71,0.12,3.0,635,Yes,0
4815,25.0,male,Master,42749.0,0,RENT,5000.0,MEDICAL,11.71,0.12,2.0,589,Yes,0
4816,21.0,male,High School,42848.0,0,RENT,5000.0,MEDICAL,10.65,0.12,3.0,588,Yes,0
4817,22.0,female,Associate,43002.0,2,RENT,5000.0,MEDICAL,11.71,0.12,2.0,667,Yes,0
4818,23.0,female,Associate,42999.0,2,RENT,5000.0,PERSONAL,6.99,0.12,2.0,660,Yes,0
4819,26.0,male,Bachelor,35609.0,4,RENT,5000.0,MEDICAL,12.99,0.14,2.0,661,No,1
4820,25.0,male,High School,44189.0,3,MORTGAGE,10000.0,MEDICAL,11.01,0.23,2.0,615,No,1
4821,23.0,male,Bachelor,51544.0,2,MORTGAGE,5200.0,EDUCATION,10.25,0.1,4.0,589,Yes,0
4822,22.0,female,Bachelor,42795.0,0,RENT,5000.0,MEDICAL,11.01,0.12,4.0,624,No,0
4823,23.0,female,High School,43364.0,1,RENT,5000.0,MEDICAL,11.01,0.12,2.0,651,Yes,0
4824,25.0,female,Associate,43243.0,7,RENT,5000.0,MEDICAL,10.36,0.12,3.0,640,Yes,0
4825,22.0,female,Associate,43111.0,1,RENT,5000.0,DEBTCONSOLIDATION,7.88,0.12,3.0,600,Yes,0
4826,24.0,male,Associate,42815.0,0,RENT,5000.0,DEBTCONSOLIDATION,7.88,0.12,4.0,673,Yes,0
4827,22.0,female,Bachelor,42839.0,0,RENT,5000.0,PERSONAL,13.23,0.12,2.0,701,Yes,0
4828,25.0,male,Bachelor,51276.0,4,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.59,0.14,3.0,670,Yes,0
4829,25.0,female,High School,43837.0,2,MORTGAGE,13750.0,DEBTCONSOLIDATION,13.22,0.31,4.0,622,No,1
4830,26.0,female,Doctorate,51722.0,4,MORTGAGE,4500.0,VENTURE,11.48,0.09,3.0,582,Yes,0
4831,25.0,male,High School,35900.0,2,RENT,5000.0,DEBTCONSOLIDATION,15.7,0.14,3.0,667,No,1
4832,22.0,female,Associate,51566.0,0,MORTGAGE,5000.0,MEDICAL,8.94,0.1,2.0,658,Yes,0
4833,23.0,female,Associate,36102.0,1,RENT,5000.0,MEDICAL,11.01,0.14,3.0,648,No,1
4834,24.0,female,Master,35794.0,0,RENT,5000.0,EDUCATION,6.92,0.14,3.0,665,No,1
4835,23.0,male,Associate,43004.0,2,RENT,5000.0,MEDICAL,14.72,0.12,3.0,698,Yes,0
4836,25.0,male,Associate,51061.0,4,MORTGAGE,6000.0,PERSONAL,8.94,0.12,2.0,524,Yes,0
4837,24.0,male,Bachelor,51447.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,8.59,0.14,2.0,669,No,0
4838,25.0,male,Master,42792.0,0,RENT,5000.0,PERSONAL,8.94,0.12,2.0,540,Yes,0
4839,23.0,male,Bachelor,43891.0,1,RENT,5000.0,EDUCATION,13.57,0.11,3.0,656,No,0
4840,21.0,female,Bachelor,43577.0,0,RENT,5000.0,PERSONAL,11.01,0.11,4.0,690,Yes,0
4841,26.0,female,Associate,44215.0,4,RENT,5000.0,VENTURE,7.68,0.11,4.0,613,Yes,0
4842,22.0,female,Associate,36864.0,0,RENT,5000.0,MEDICAL,18.25,0.14,2.0,676,No,1
4843,21.0,female,Bachelor,51484.0,0,OTHER,12000.0,DEBTCONSOLIDATION,14.26,0.23,4.0,625,No,0
4844,23.0,male,Master,44259.0,0,RENT,5000.0,EDUCATION,14.79,0.11,2.0,607,Yes,0
